Date,Views,Likes
2023-12-04,108909,3096
2023-12-04,173868,4480
2023-12-04,116459,7896
2023-12-04,159804,6054
2023-12-05,48892,1895
2023-12-06,94219,5375
2023-12-06,171393,4818
2023-12-06,216330,11768
2023-12-06,127913,3206
2023-12-06,406423,8252
2023-12-07,288267,22138
2023-12-07,91655,1891
2023-12-08,492109,31475
2023-12-08,121377,3418
2023-12-09,58644,1615
2023-12-10,49597,1495
2023-12-10,75000,2639
2023-12-11,37974,800
2023-12-12,43551,764
2023-12-13,215076,10675
2023-12-13,57300,2319
2023-12-13,77492,2881
2023-12-13,88273,3062
2023-12-14,252730,12823
2023-12-14,213903,11138
2023-12-14,132366,3208
2023-12-15,167678,3116
2023-12-15,38304,1157
2023-12-16,4067615,175285
2023-12-16,33517,763
2023-12-16,146420,4518
2023-12-17,698172,3655
2023-12-18,53791,971
2023-12-19,222757,14961
2023-12-19,138577,2907
2023-12-19,87543,2953
2023-12-19,370206,2231
2023-12-20,55728,1212
2023-12-20,101586,5350
2023-12-20,89098,2619
2023-12-21,121584,2686
2023-12-22,101771,2029
2023-12-22,147806,3454
2023-12-23,256283,4759
2023-12-23,57031,2558
2023-12-24,72402,2861
2023-12-24,101308,2384
2023-12-25,99326,3274
2023-12-25,39637,723
2023-12-26,62852,1335
2023-12-26,47844,2268
2023-12-26,119304,3850
2023-12-27,66152,2058
2023-12-27,72285,1387
2023-12-28,107652,3541
2023-12-29,98982,2683
2023-12-29,91909,4482
2023-12-29,67226,1531
2023-12-29,80802,2714
2023-12-30,127882,3804
2023-12-30,2648077,117139
2023-12-30,387220,27068
2023-12-30,30773,658
2023-12-30,79727,2070
2023-12-31,237700,5481
2024-01-01,50724,1202
2024-01-01,75909,1728
2024-01-02,696680,21773
2024-01-02,84940,4263
2024-01-02,319800,11562
2024-01-03,167211,4074
2024-01-04,81732,2059
2024-01-05,93731,1895
2024-01-06,79497,3875
2024-01-06,39329,1371
2024-01-06,192893,5899
2024-01-07,81435,2029
2024-01-07,57414,1135
2024-01-08,81785,2704
2024-01-09,41994,1072
2024-01-09,120595,5813
2024-01-09,90137,2091
2024-01-09,80657,1743
2024-01-10,231052,9266
2024-01-10,171153,11260
2024-01-11,35725,670
2024-01-11,221625,12398
2024-01-11,667345,3702
2024-01-11,110930,2544
2024-01-12,98350,2248
2024-01-13,69643,1229
2024-01-13,53428,1338
2024-01-14,78986,1878
2024-01-14,95907,2642
2024-01-15,32255,1144
2024-01-15,76823,2277
2024-01-16,200028,4287
2024-01-16,126097,3632
2024-01-17,37607,788
2024-01-18,94002,3167
2024-01-18,81319,1726
2024-01-19,51310,1062
2024-01-20,296676,7509
2024-01-20,57733,2960
2024-01-20,63429,1890
2024-01-21,382234,17511
2024-01-21,91126,3007
2024-01-23,98421,1891
2024-01-23,116697,6077
2024-01-23,82172,2231
2024-01-24,51873,1897
2024-01-25,50336,1227
2024-01-26,76408,1535
2024-01-26,52287,1503
2024-01-26,68701,3728
2024-01-26,52047,1517
2024-01-28,1412259,56212
2024-01-28,73064,1659
2024-01-28,86394,3337
2024-01-28,61058,1790
2024-01-29,55088,2327
2024-01-29,61074,1212
2024-01-29,256426,10825
2024-01-29,49772,1286
2024-01-30,294092,8505
2024-01-30,62773,2318
2024-01-31,52964,1153
2024-01-31,107380,3445
2024-01-31,129202,3543
2024-02-01,81476,2661
2024-02-02,124728,3363
2024-02-02,84979,2717
2024-02-03,166319,4280
2024-02-04,162416,4334
2024-02-04,65239,3008
2024-02-04,50532,1146
2024-02-05,68795,4508
2024-02-06,144072,6749
2024-02-06,96136,2615
2024-02-06,48616,1006
2024-02-07,1695193,92581
2024-02-07,186589,4032
2024-02-07,143673,3920
2024-02-08,59989,1231
2024-02-09,72612,1862
2024-02-09,126245,2902
2024-02-10,74665,1783
2024-02-11,128493,6080
2024-02-11,71605,1616
2024-02-11,46641,1445
2024-02-12,73987,2072
2024-02-12,202017,5056
2024-02-13,48678,2100
2024-02-13,180275,5400
2024-02-13,48044,1605
2024-02-14,66555,1208
2024-02-14,74807,3400
2024-02-15,30883,702
2024-02-15,493383,11466
2024-02-16,71711,2260
2024-02-16,48478,1828
2024-02-17,110017,6125
2024-02-17,124095,3124
2024-02-18,38335,977
2024-02-18,427383,7628
2024-02-19,69263,3041
2024-02-19,115984,2608
2024-02-20,80609,1837
2024-02-21,58552,1321
2024-02-21,80158,4791
2024-02-21,56389,1259
2024-02-22,132109,3597
2024-02-22,87289,4796
2024-02-22,84774,1869
2024-02-22,54373,1773
2024-02-23,51981,1215
2024-02-23,98617,3205
2024-02-23,106794,4393
2024-02-24,56888,1835
2024-02-24,114218,2421
2024-02-24,88860,6383
2024-02-24,246962,7990
2024-02-25,71274,2639
2024-02-26,199951,11845
2024-02-26,95474,2638
2024-02-27,70911,3813
2024-02-27,61344,1733
2024-02-28,39244,1069
2024-02-29,97647,1934
2024-02-29,84977,1843
2024-03-01,198417,4566
2024-03-02,53766,1107
2024-03-02,59673,3588
2024-03-03,35046,1272
2024-03-03,105421,2827
2024-03-04,52715,1170
2024-03-04,53808,1941
2024-03-04,31018,725
2024-03-05,191293,7806
2024-03-05,77376,1633
2024-03-05,76628,3262
2024-03-06,54711,1243
2024-03-06,166427,6531
2024-03-06,100870,4474
2024-03-06,546484,2752
2024-03-08,89598,2405
2024-03-08,55062,1147
2024-03-08,70274,4601
2024-03-09,100440,6453
2024-03-09,56692,1102
2024-03-10,67754,1577
2024-03-10,118289,4621
2024-03-10,96097,2543
2024-03-10,43570,1991
2024-03-11,145761,2643
2024-03-11,420784,26620
2024-03-12,154249,4548
2024-03-12,59155,2695
2024-03-13,35101,1777
2024-03-14,56510,1387
2024-03-14,48901,1139
2024-03-15,172609,7453
2024-03-15,71322,1616
2024-03-15,353831,8796
2024-03-16,69057,3320
2024-03-16,57841,1187
2024-03-17,112494,3852
2024-03-17,89155,2450
2024-03-17,1835461,64734
2024-03-17,136732,2424
2024-03-18,78405,4048
2024-03-18,89867,2493
2024-03-19,284971,7233
2024-03-19,60806,1222
2024-03-19,48148,1929
2024-03-19,132099,7187
2024-03-20,150902,6302
2024-03-20,237484,4193
2024-03-21,681614,34880
2024-03-21,116636,3075
2024-03-22,104218,2125
2024-03-23,6575022,255345
2024-03-23,46839,1456
2024-03-24,916709,48207
2024-03-24,118532,2516
2024-03-24,112261,5584
2024-03-25,183029,2938
2024-03-26,119314,3205
2024-03-26,167502,9299
2024-03-26,95522,1641
2024-03-27,99439,2670
2024-03-27,61662,2859
2024-03-28,86215,5060
2024-03-28,94298,1904
2024-03-30,103671,4531
2024-03-30,58454,1099
2024-03-30,116137,5989
2024-03-30,87556,2648
2024-03-31,630650,36227
2024-03-31,53164,1185
2024-04-01,48631,1899
2024-04-01,88126,1900
2024-04-02,212939,11948
2024-04-02,153906,3698
2024-04-02,80397,3864
2024-04-02,61359,1105
2024-04-03,1146768,54317
2024-04-03,234815,11267
2024-04-04,127690,6459
2024-04-05,274688,15136
2024-04-06,310271,16058
2024-04-06,62826,2469
2024-04-06,175834,7173
2024-04-07,381511,13098
2024-04-08,275742,8155
2024-04-10,1690569,90646
2024-04-10,228678,11609
2024-04-10,204937,6638
2024-04-10,30846,1965
2024-04-10,157142,6853
2024-04-11,577925,23909
2024-04-11,277949,10977
2024-04-12,394442,11770
2024-04-13,745568,33155
2024-04-13,144184,3500
2024-04-14,72936,3240
2024-04-14,274503,14691
2024-04-14,260811,10059
2024-04-16,266920,14622
2024-04-16,114483,2356
2024-04-17,70875,1542
2024-04-18,345957,15575
2024-04-19,350853,20149
2024-04-19,178747,4346
2024-04-20,102570,3902
2024-04-20,299979,16741
2024-04-22,618456,31901
2024-04-23,92314,1617
2024-04-23,434289,14098
2024-04-24,1370134,38845
2024-04-25,254835,8267
2024-04-25,66448,3890
2024-04-26,300777,6182
2024-04-26,76243,3098
2024-04-27,1880338,99895
2024-04-27,115954,2430
2024-04-28,60636,3421
2024-04-28,151828,4136
2024-04-29,77839,1880
2024-04-30,899759,48560
2024-04-30,109151,3401
2024-04-30,138233,5113
2024-04-30,326553,12262
2024-05-01,70099,2701
2024-05-01,150451,3056
2024-05-02,368036,12124
2024-05-02,100256,2073
2024-05-03,116584,2874
2024-05-03,156784,3811
2024-05-04,162766,3464
2024-05-04,104552,3821
2024-05-04,276733,9823
2024-05-05,153238,3359
2024-05-06,279608,19046
2024-05-06,236125,1853
2024-05-07,46267,2984
2024-05-07,99624,2915
2024-05-07,194762,6175
2024-05-08,67477,1386
2024-05-08,116864,3682
2024-05-08,262947,12977
2024-05-09,59942,3409
2024-05-09,301218,6021
2024-05-10,39245,1678
2024-05-10,76204,1735
2024-05-11,77463,2567
2024-05-11,69387,2560
2024-05-11,60297,1216
2024-05-11,115475,4612
2024-05-12,89053,2031
2024-05-12,369645,19559
2024-05-12,102412,1264
2024-05-13,117449,1815
2024-05-13,2808195,114146
2024-05-14,74951,1523
2024-05-14,135492,5691
2024-05-14,106355,3151
2024-05-15,99779,5072
2024-05-15,47361,984
2024-05-16,136960,2677
2024-05-16,123281,2188
2024-05-17,536046,2727
2024-05-18,147938,4807
2024-05-19,132800,4760
2024-05-21,118909,2252
2024-05-21,84395,2158
2024-05-21,113128,4473
2024-05-22,292750,1584
2024-05-23,92394,1659
2024-05-24,112219,3843
2024-05-24,79217,1485
2024-05-25,87176,3226
2024-05-25,40774,891
2024-05-26,69072,1391
2024-05-27,173155,9110
2024-05-27,92264,3867
2024-05-28,249365,11578
2024-05-28,89222,3493
2024-05-29,105513,1801
2024-05-29,59993,2547
2024-05-30,203991,5219
2024-05-30,128668,6326
2024-05-30,150609,6310
2024-05-31,101022,2072
2024-06-01,164482,7061
2024-06-01,163346,8230
2024-06-02,169846,8018
2024-06-02,110925,4163
2024-06-03,190253,8515
2024-06-04,126115,4474
2024-06-05,85536,1236
2024-06-06,80196,1585
2024-06-06,126956,4290
2024-06-07,77992,5176
2024-06-07,212429,8443
2024-06-08,89844,1821
2024-06-10,44708,1752
2024-06-10,487992,22521
2024-06-10,72820,2785
2024-06-10,115819,2499
2024-06-11,65731,3245
2024-06-11,344262,16913
2024-06-12,227090,10116
2024-06-12,108381,3940
2024-06-12,413650,18439
2024-06-13,121953,5050
2024-06-13,125704,4537
2024-06-13,397608,15842
2024-06-14,137121,7108
2024-06-14,323026,13540
2024-06-14,289579,11690
2024-06-15,326501,12025
2024-06-16,92259,2830
2024-06-16,108706,3468
2024-06-17,108594,2722
2024-06-18,391962,12486
2024-06-19,293078,9810
2024-06-20,119502,3027
2024-06-22,55533,1162
2024-06-22,60051,1223
2024-06-23,96847,2910
2024-06-24,78658,2332
2024-06-25,78441,1963
2024-06-26,94569,3511
2024-06-27,88757,1912
2024-06-28,69839,1325
2024-06-29,62755,1411
2024-07-01,64678,1553
2024-07-01,58244,1265
2024-07-02,53316,1583
2024-07-02,723390,28464
2024-07-03,133183,3070
2024-07-04,255707,10152
2024-07-04,99713,1878
2024-07-04,618053,38181
2024-07-04,43475,946
2024-07-05,80571,3002
2024-07-05,147389,4121
2024-07-06,694197,15611
2024-07-07,72892,1614
2024-07-08,139710,4605
2024-07-08,68261,1810
2024-07-08,98985,2399
2024-07-09,88493,2221
2024-07-09,395375,13235
2024-07-10,129180,6603
2024-07-10,79442,1601
2024-07-11,257384,9194
2024-07-11,162123,6079
2024-07-11,131683,6361
2024-07-11,227320,6426
2024-07-12,194481,7882
2024-07-12,150371,5268
2024-07-13,215249,7879
2024-07-13,183253,8693
2024-07-13,169061,6028
2024-07-14,246861,9056
2024-07-14,72366,2682
2024-07-14,219746,8006
2024-07-14,315519,11337
2024-07-15,148484,2253
2024-07-15,116061,3377
2024-07-16,96032,4756
2024-07-16,186695,3870
2024-07-17,123728,2170
2024-07-18,54334,1441
2024-07-18,38523,982
2024-07-19,136623,4308
2024-07-20,130189,3379
2024-07-21,96826,2763
2024-07-21,68740,1554
2024-07-21,119294,4552
2024-07-22,85857,2449
2024-07-23,93273,1887
2024-07-24,34406,887
2024-07-25,161961,3478
2024-07-25,78971,3184
2024-07-26,70876,1504
2024-07-26,90565,2565
2024-07-27,102977,919
2024-07-27,112028,5705
2024-07-28,173700,3804
2024-07-29,28749,1069
2024-07-29,132418,4102
2024-07-30,79054,4069
2024-07-30,37151,732
2024-07-31,47973,1386
2024-07-31,110396,4093
2024-07-31,284221,7408
2024-08-01,69011,1262
2024-08-02,129867,3240
2024-08-03,87738,2301
2024-08-03,98065,2665
2024-08-04,67576,2272
2024-08-04,79287,1659
2024-08-04,145787,3492
2024-08-05,158164,3736
2024-08-05,288021,15421
2024-08-05,65849,2060
2024-08-06,27158,892
2024-08-06,133566,5222
2024-08-07,193709,5923
2024-08-07,113240,5474
2024-08-07,149046,3319
2024-08-08,74776,2099
2024-08-08,57131,1869
2024-08-09,135136,5356
2024-08-09,118613,3860
2024-08-10,121978,4158
2024-08-10,59617,934
2024-08-10,81269,3165
2024-08-11,239055,4646
2024-08-11,122560,3953
2024-08-12,133192,4766
2024-08-13,70285,2206
2024-08-13,98019,3012
2024-08-13,297549,8237
2024-08-14,57808,1847
2024-08-14,96192,3015
2024-08-14,60280,1893
2024-08-15,231205,9047
2024-08-16,63468,1640
2024-08-16,78200,2494
2024-08-17,89731,2504
2024-08-18,92961,2481
2024-08-18,166008,2975
2024-08-19,122676,3420
2024-08-20,64851,1820
2024-08-20,86380,2441
2024-08-21,118687,3127
2024-08-21,74967,2153
2024-08-22,163604,5971
2024-08-22,57512,1798
2024-08-23,1894578,45612
2024-08-24,63292,1109
2024-08-24,88683,3892
2024-08-24,89374,2413
2024-08-25,107014,4612
2024-08-25,104863,2604
2024-08-26,58567,2852
2024-08-26,86863,3015
2024-08-26,81943,1581
2024-08-27,89727,1971
2024-08-27,24623,777
2024-08-27,93889,1953
2024-08-27,116022,6175
2024-08-28,82969,2238
2024-08-29,80016,2484
2024-08-29,117576,2093
2024-08-30,121718,4358
2024-08-30,217867,7264
2024-08-30,77275,2340
2024-08-31,87906,2975
2024-08-31,76204,2387
2024-08-31,72773,2509
2024-09-01,118963,3808
2024-09-01,70146,2425
2024-09-01,1904062,68403
2024-09-01,90630,2752
2024-09-02,94916,2488
2024-09-02,484387,15590
2024-09-03,237128,6124
2024-09-04,55565,870
2024-09-04,160133,3215
2024-09-04,342817,19425
2024-09-05,53062,2771
2024-09-05,63584,1704
2024-09-06,183701,6443
2024-09-07,74307,3734
2024-09-07,203907,8319
2024-09-08,204989,6957
2024-09-09,123213,4271
2024-09-09,203328,2918
2024-09-10,70522,1962
2024-09-10,97243,4555
2024-09-10,181126,5762
2024-09-11,65722,3476
2024-09-11,71358,2007
2024-09-11,159943,3981
2024-09-11,309601,9778
2024-09-12,1052134,31486
2024-09-13,72347,2058
2024-09-13,84551,3977
2024-09-13,73942,1309
2024-09-14,245871,13305
2024-09-14,127242,3200
2024-09-15,121641,3079
2024-09-16,180283,8590
2024-09-16,81645,2229
2024-09-16,123409,5000
2024-09-16,112538,2912
2024-09-17,45430,2091
2024-09-17,89305,1754
2024-09-17,2933690,146057
2024-09-17,66841,1734
2024-09-18,1249884,31760
2024-09-18,385806,14050
2024-09-18,124614,3737
2024-09-19,451263,13552
2024-09-19,92011,5483
2024-09-20,130755,5773
2024-09-20,153804,3768
2024-09-21,39284,1802
2024-09-21,86776,2777
2024-09-21,246897,7271
2024-09-22,256855,10121
2024-09-23,128604,8769
2024-09-23,231361,10089
2024-09-23,169322,5213
2024-09-24,4080086,122258
2024-09-24,150342,2728
2024-09-24,159963,4411
2024-09-25,219839,6889
2024-09-25,215782,12764
2024-09-26,124176,2878
2024-09-26,187192,13537
2024-09-26,203339,4454
2024-09-26,2917199,162278
2024-09-27,108676,5636
2024-09-27,99393,3252
2024-09-27,6566687,322999
2024-09-27,93369,2481
2024-09-28,91160,3789
2024-09-28,109825,3084
2024-09-28,69239,1982
2024-09-29,147997,6163
2024-09-29,91505,2462
2024-09-29,81450,1975
2024-09-30,83392,4583
2024-09-30,76708,1468
2024-10-01,197034,7261
2024-10-01,460401,11834
2024-10-01,78394,4087
2024-10-01,232592,5905
2024-10-01,156864,6866
2024-10-02,75860,2119
2024-10-03,102788,3180
2024-10-04,959315,53704
2024-10-04,48310,988
2024-10-04,94655,2575
2024-10-05,63486,2662
2024-10-05,93883,2314
2024-10-06,103737,3774
2024-10-06,91816,1949
2024-10-06,134257,3451
2024-10-07,72841,2215
2024-10-07,487802,20194
2024-10-08,98759,3151
2024-10-08,112888,3379
2024-10-09,124221,4142
2024-10-09,412200,15038
2024-10-09,251809,3906
2024-10-10,64976,2205
2024-10-11,80107,1761
2024-10-11,9035314,352110
2024-10-11,77479,2107
2024-10-12,48723,2587
2024-10-12,56889,1525
2024-10-12,558912,29593
2024-10-12,72346,1569
2024-10-13,147927,7470
2024-10-13,192544,3996
2024-10-13,67934,5593
2024-10-13,74174,2138
2024-10-14,1569706,79842
2024-10-14,181962,1227
2024-10-15,61810,3866
2024-10-15,81116,1542
2024-10-15,149405,3174
2024-10-16,129039,3145
2024-10-16,53744,2634
2024-10-17,51136,3487
2024-10-17,54643,1191
2024-10-17,344352,18546
2024-10-17,95310,1881
2024-10-17,165884,4584
2024-10-18,46735,2310
2024-10-18,43691,1348
2024-10-18,33016,1418
2024-10-19,548519,27883
2024-10-19,50048,1015
2024-10-20,122618,5708
2024-10-20,61393,1606
2024-10-20,537293,32056
2024-10-20,226843,6070
2024-10-21,97735,2062
2024-10-21,39902,1829
2024-10-22,226324,7031
2024-10-22,63669,4016
2024-10-22,313140,5976
2024-10-22,222477,12725
2024-10-23,3117479,165453
2024-10-23,51929,1166
2024-10-24,42941,1440
2024-10-24,37139,1430
2024-10-24,134117,6421
2024-10-24,102246,1810
2024-10-25,199446,12639
2024-10-25,178563,3829
2024-10-26,66584,3951
2024-10-26,221532,6749
2024-10-26,141378,3393
2024-10-27,884294,44198
2024-10-27,70717,1578
2024-10-28,82668,2845
2024-10-28,88778,1712
2024-10-28,79648,3966
2024-10-29,45897,1477
2024-10-29,44192,2259
2024-10-29,76631,2368
2024-10-30,133049,3586
2024-10-30,75521,2747
2024-10-31,49462,1611
2024-11-01,197788,11721
2024-11-01,68488,1542
2024-11-01,92693,3256
2024-11-02,149850,4470
2024-11-02,154722,4500
2024-11-03,63326,3377
2024-11-03,82867,2379
2024-11-04,50997,1895
2024-11-04,76159,1901
2024-11-04,213218,7530
2024-11-04,63052,2914
2024-11-05,69167,3259
2024-11-05,91494,2463
2024-11-05,49224,1403
2024-11-06,1243797,55732
2024-11-06,104069,2157
2024-11-07,419769,25263
2024-11-07,113682,1942
2024-11-07,692490,15124
2024-11-08,101985,4484
2024-11-08,42004,1235
2024-11-08,31116,1324
2024-11-09,83609,6326
2024-11-09,34986,1016
2024-11-09,211103,12600
2024-11-09,90590,2062
2024-11-10,134361,4461
2024-11-10,37617,1140
2024-11-10,59690,1103
2024-11-10,292391,18688
2024-11-11,141131,5191
2024-11-12,95125,2898
2024-11-12,176725,8230
2024-11-12,105383,2469
2024-11-12,101037,3362
2024-11-13,49070,2579
2024-11-13,114473,3275
2024-11-14,72172,4224
2024-11-14,109441,3534
2024-11-15,147026,4203
2024-11-16,19841,1116
2024-11-16,50228,1058
2024-11-16,79341,2230
2024-11-17,139141,3640
2024-11-17,86456,1735
2024-11-17,530956,28895
2024-11-18,219846,13072
2024-11-18,51500,1007
2024-11-18,89093,4472
2024-11-18,135177,2792
2024-11-19,145194,3010
2024-11-19,60964,1910
2024-11-19,57129,1285
2024-11-19,126556,6250
2024-11-19,39838,2383
2024-11-20,78030,4027
2024-11-20,57661,1196
2024-11-20,108027,2241
2024-11-21,74954,1453
2024-11-21,211447,9517
2024-11-21,51854,1641
2024-11-22,54229,1423
2024-11-22,257380,8825
2024-11-22,151822,5199
2024-11-22,160912,5838
2024-11-22,54994,2853
2024-11-23,65768,3612
2024-11-23,1033650,19974
2024-11-23,167658,9337
2024-11-23,107706,2828
2024-11-24,62173,1739
2024-11-24,170431,11168
2024-11-25,102173,2234
2024-11-25,91569,4572
2024-11-25,440559,16737
2024-11-26,52566,2294
2024-11-26,219088,7075
2024-11-27,431019,14705
2024-11-28,2703261,101844
2024-11-28,102676,2641
2024-11-29,311713,9702
2024-11-29,61320,1143
2024-11-29,43539,1878
2024-11-30,95615,4101
2024-11-30,93440,1940
2024-11-30,284956,8437
2024-12-01,391384,11490
2024-12-01,298180,7922
2024-12-01,62388,3045
2024-12-02,78702,3102
2024-12-02,400819,9819
2024-12-03,47141,1889
2024-12-03,70340,1213
2024-12-03,367998,11445
2024-12-04,69620,2991
2024-12-04,383889,10986
2024-12-05,335207,9657
2024-12-06,47755,1931
2024-12-06,968679,21421
2024-12-07,319443,8383
2024-12-07,51011,1888
2024-12-07,297738,6627
2024-12-07,134172,5843
2024-12-07,58887,2626
2024-12-08,89087,3742
2024-12-08,480341,16514
2024-12-09,61878,2720
2024-12-09,490435,15257
2024-12-10,98462,3313
2024-12-10,59533,1183
2024-12-11,293471,8282
2024-12-11,60762,1062
2024-12-12,105921,3009
2024-12-12,1022402,37335
2024-12-13,920361,38880
2024-12-13,340003,11113
2024-12-14,85396,2083
2024-12-14,238555,10102
2024-12-15,62943,2489
2024-12-15,94974,3307
2024-12-15,141617,3180
2024-12-16,134771,6143
2024-12-16,185424,7936
2024-12-16,54690,891
2024-12-17,349496,13097
2024-12-17,56082,1231
2024-12-17,111911,4089
2024-12-17,110582,4101
2024-12-17,126107,3015
2024-12-17,134899,3154
2024-12-18,96623,2150
2024-12-19,60006,1083
2024-12-19,126187,4041
2024-12-20,125991,2749
2024-12-21,78268,1896
2024-12-21,155469,4095
2024-12-22,263539,8954
2024-12-22,2363352,86140
2024-12-23,74651,3117
2024-12-23,97583,1708
2024-12-24,103301,2527
2024-12-24,385445,6057
2024-12-26,180279,5692
2024-12-27,204653,5887
2024-12-28,162463,3762
2024-12-29,152224,3697
2024-12-29,131749,2462
2024-12-31,110543,3104
2025-01-01,281896,7363
2025-01-01,79217,4927
2025-01-02,152098,4169
2025-01-02,110641,3821
2025-01-03,101402,2652
2025-01-03,224362,5215
2025-01-04,94298,1771
2025-01-04,87744,2466
2025-01-05,102386,3805
2025-01-05,122929,2792
2025-01-06,146928,2920
2025-01-06,264302,11343
2025-01-06,97354,2085
2025-01-07,52235,1202
2025-01-07,152545,5934
2025-01-08,107800,2801
2025-01-08,151619,4328
2025-01-09,51215,964
2025-01-10,75166,1521
2025-01-11,61100,1097
2025-01-11,66901,2497
2025-01-11,78235,2086
2025-01-12,123031,2338
2025-01-13,124057,3045
2025-01-14,181502,4510
2025-01-15,71350,3211
2025-01-15,91373,2610
2025-01-16,101648,1923
2025-01-17,94961,3025
2025-01-17,64032,1933
2025-01-18,89131,2936
2025-01-18,44814,1898
2025-01-18,186292,5706
2025-01-19,86235,3815
2025-01-19,102006,2888
2025-01-19,46581,1846
2025-01-20,74536,2909
2025-01-20,77504,2271
2025-01-20,109873,2919
2025-01-21,101804,2640
2025-01-21,82220,1653
2025-01-22,390814,23444
2025-01-22,192212,6211
2025-01-23,53951,1987
2025-01-23,75563,2077
2025-01-24,82536,988
2025-01-24,93736,5494
2025-01-24,41474,873
2025-01-24,133964,4539
2025-01-25,63345,1775
2025-01-25,162390,8077
2025-01-25,106905,2243
2025-01-26,89768,3518
2025-01-26,77856,1675
2025-01-27,128534,4306
2025-01-27,161748,3012
2025-01-28,58462,2081
2025-01-28,60143,1374
2025-01-28,69790,2831
2025-01-28,69819,1509
2025-01-28,60090,1213
2025-01-29,70284,3938
2025-01-29,408912,6007
2025-01-29,113483,3540
2025-01-30,84093,1479
2025-01-31,79489,3532
2025-01-31,77207,2215
2025-02-01,123053,4252
2025-02-01,129412,3525
2025-02-01,80369,2411
2025-02-02,123148,3406
2025-02-03,184973,4637
2025-02-04,64786,1454
2025-02-05,137141,2607
2025-02-06,38028,939
2025-02-06,61663,1859
2025-02-07,135433,4436
2025-02-08,58271,1842
2025-02-09,75361,2546
2025-02-10,110122,4330
2025-02-11,198165,6130
2025-02-11,81672,2603
2025-02-11,86616,2699
2025-02-12,89581,2769
2025-02-13,68198,2528
2025-02-14,47470,1532
2025-02-14,78387,2612
2025-02-15,70070,3317
2025-02-15,56312,1241
2025-02-16,44095,864
2025-02-17,1063351,48236
2025-02-17,87382,1588
2025-02-17,87563,3316
2025-02-18,63720,2406
2025-02-19,91831,2844
2025-02-19,80022,3553
2025-02-20,90766,2950
2025-02-20,91168,2798
2025-02-21,66628,2078
2025-02-22,105188,2164
2025-02-23,79072,3299
2025-02-23,76822,1803
2025-02-24,45450,1143
2025-02-25,126481,4874
2025-02-25,53520,1243
2025-02-26,107761,3310
2025-02-26,78687,3281
2025-02-26,63026,1277
2025-02-28,37060,2329
2025-02-28,85182,1648
2025-03-01,712622,18535
2025-03-02,64024,1955
2025-03-02,34366,1640
2025-03-03,61644,1324
2025-03-03,68174,2920
2025-03-04,116187,5851
2025-03-04,31305,745
2025-03-04,73624,2219
2025-03-05,83587,2366
2025-03-06,59711,1937
2025-03-07,52206,2369
2025-03-07,60676,1243
2025-03-08,165322,5077
2025-03-08,261436,5936
2025-03-09,59569,2311
2025-03-09,139847,3443
2025-03-10,590636,26679
2025-03-10,76077,1516
2025-03-11,90633,3836
2025-03-11,88328,1924
2025-03-11,208840,9170
2025-03-12,72623,2534
2025-03-12,69912,1247
2025-03-13,116741,4997
2025-03-13,111729,1883
2025-03-14,839181,34273
2025-03-14,290387,8400
2025-03-14,890546,21141
2025-03-15,56303,1143
2025-03-15,145297,6727
2025-03-15,60304,1917
2025-03-16,64179,1982
2025-03-17,59109,2848
2025-03-17,52229,1827
2025-03-18,55925,2286
2025-03-18,73993,3664
2025-03-18,49053,985
2025-03-19,41521,792
2025-03-19,346664,14923
2025-03-20,96495,3764
2025-03-21,274110,8676
2025-03-21,79701,2348
2025-03-22,120826,4568
2025-03-22,82398,3493
2025-03-23,547954,14612
2025-03-23,118321,5592
2025-03-24,82820,3070
2025-03-25,63738,2666
2025-03-25,113968,5041
2025-03-26,48894,2213
2025-03-26,33720,655
2025-03-26,128853,4590
2025-03-27,165697,3056
2025-03-27,48260,1417
2025-03-28,1633169,50988
2025-03-28,53451,1176
2025-03-29,86584,2556
2025-03-29,40912,1393
2025-03-30,246885,6672
2025-03-30,244875,5819
2025-03-31,457579,9531
2025-03-31,99563,1960
2025-04-01,91481,1954
2025-04-01,189521,7395
2025-04-01,168974,5475
2025-04-01,289893,7848
2025-04-02,968614,23372
2025-04-02,144841,2442
2025-04-03,96847,3292
2025-04-03,51324,1090
2025-04-04,170195,5035
2025-04-05,257420,4881
2025-04-06,110485,2393
2025-04-06,183469,5019
2025-04-06,317516,14241
2025-04-07,1335476,42233
2025-04-07,75022,2792
2025-04-08,108602,2463
2025-04-08,52834,1955
2025-04-09,141656,2599
2025-04-09,301799,8436
2025-04-09,47140,1782
2025-04-10,88031,1908
2025-04-10,173983,3525
2025-04-10,64534,2687
2025-04-10,4672996,81824
2025-04-11,68745,2719
2025-04-12,69133,3249
2025-04-12,178184,3839
2025-04-13,220806,11616
2025-04-13,853171,23663
2025-04-14,293299,7563
2025-04-14,114106,6216
2025-04-15,386747,13517
2025-04-16,1533411,61436
2025-04-16,124392,2286
2025-04-17,99225,2759
2025-04-17,52691,1621
2025-04-18,100401,2326
2025-04-18,198035,3343
2025-04-19,319308,10427
2025-04-19,30847,921
2025-04-19,46546,1669
2025-04-20,110070,2588
2025-04-20,170912,6241
2025-04-20,88771,3101
2025-04-21,92085,3633
2025-04-22,83105,3093
2025-04-22,569483,7942
2025-04-23,149849,3007
2025-04-23,78987,1583
2025-04-23,45258,787
2025-04-23,1209984,26328
2025-04-25,1285594,20820
2025-04-25,94415,1643
